frase;label
"Em que pese o povo ser uma coisa e os terroristas serem outra, acaba indo tudo junto. O Egito não quer cuidar dessa missão; a Jordânia também não.";0
com um pau desse tamanho até eu quero ser preto;1
Esperava mais da Deputada Martins na luta pela igualdade de gênero.;0
Ele é muito jovem para ser um bom médico.;1
Você está ótimo! Continuar se exercitando é uma ótima forma de cuidar da saúde.;0
Só uma mãe que tem o filho jogado no mundo das drogas sabe dizer como é essa situação.;0
"Trago aqui uma notícia de 2022, do Poder 360: ""Bolsonaro sanciona piso salarial de R$ 4.750 para enfermeiros"".";0
Adoro como você brinca com a câmera, suas fotos são sempre interessantes.;0
Bate um papo com um carteiro, com o pessoal da Caixa Econômica Federal ou da PETROBRAS. Todos eles tinham fundos de pensão: PREVI, POSTALIS, FUNCEF.;0
Sua elegância e graça realmente brilham nesta imagem.;0
Discordo da sua avaliação, mas acredito que o debate é importante.;0
Você é muito bonito para estar em uma cadeira de rodas.;1
A poesia de cordel é um exemplo da criatividade e talento nordestinos.;0
Por isso, o Governo Bolsonaro batia recorde em cima de recorde quando se falava em apreensão de drogas.;0
Esse poema é tocante, você capturou as emoções perfeitamente.;0
Se há um recurso tão grande, por que existe esse preconceito contra os pobres dos enfermeiros?;0
Estou planejando uma viagem no próximo mês, ainda estou decidindo o destino.;0
Sua jornada na academia é uma lembrança de que a persistência traz resultados.;0
Você abordou os desafios dos trabalhadores de uma forma muito humana, isso é importante.;0
 Nós vamos fazer um recorte sobre a necessidade de empoderarmos os Parlamentares negros e as Parlamentares negras que compõem esta Casa e que precisam fazer com que todas as matérias façam a leitura da lógica extremamente racista que este País carrega de forma estruturante. ;0
Os imigrantinhos estão ocupando tudo.;1
Dançar forró é uma ótima maneira de celebrar a cultura nordestina.;0
Vão ter que pedir comida pelo iFood o resto da vida. Eu tenho a liberdade de andar por qualquer lugar do Brasil.;0
Pretos são naturalmente bons em esportes.;1
Seu foco e determinação na academia são admiráveis, continue assim!;0
Admiro sua paixão pela justiça social e igualdade.;0
Admiro a forma como você luta por um sistema mais justo e equitativo.;0
" Hoje, na Comissão de Constituição e Justiça e de Cidadania, nós conseguimos aprovar um projeto que trata da resiliência da cidade, das adaptações das cidades para lidar com as crises climáticas, com essas crises que já são realidade. O aquecimento global e toda essa discussão do futuro já não são mais do futuro; são do hoje, do agora. E o poder público, as autoridades, as pessoas responsáveis precisam parar e olhar para isso. O capital e o lucro não podem se colocar acima da vida. ";0
Pessoas com tatuagens não são profissionais.;1
Deputada Silva parece estar esquecendo das promessas feitas sobre a saúde pública.;0
Nos países dos amigos aliados de Lula, acontece a mesma coisa: o crime organizado simplesmente impera.;0
Acho que há uma falha lógica no seu argumento. Pode me explicar melhor?;0
Quero chamar a atenção das pessoas que estão neste plenário e das pessoas que vão ver esse vídeo depois pelo Brasil para o seguinte: o que eu vi lá foi assustador.;0
 Ali ele foi levado preso junto com outros. Ele tinha problemas cardíacos e foi tratado dentro do presídio pelo menos 36 vezes. Durante esse período em que ele esteve preso na Papuda, Deputado Gustavo Gayer, a defesa dele relatou de forma bem clara que poderia ser uma sentença de morte o que estava ocorrendo. De fato, isso aconteceu. ;0
Eles não se adaptam à nossa cultura.;1
Boa tarde, Presidente. Boa tarde, Deputados aqui presentes.;0
Seu progresso é incrível, parabéns pela dedicação!;0
A melhor coisa que pode ser feita para o povo palestino é exterminar o Hamas da face do planeta Terra.;1
 É um racismo estruturante. Se é estruturante, ele vai determinar o olhar sobre vários aspectos da própria vida. É para dizer que a abolição da condição de povos escravizados neste País ainda está em construção. ;0
 Mas eles levantam como se estivessem defendendo direitos. Ao contrário, eles têm método, há uma intenção obscura por trás disso, que se desnuda a cada dia: a de manter as pessoas cativas da miséria e escravas do desemprego, porque a balbúrdia, a desordem e a bancarrota econômica do País empurram os eleitores para a Esquerda, que depende do voto com o estômago para sobreviver. É esse o verdadeiro intuito desse destaque, que desrespeita, reitero, um acordo construído, e muito bem construído pela nobre Relatora. ;0
Então, não estou aqui para passar pano, para falar a respeito das pessoas que cometeram atos de vandalismo e, realmente, estão pagando ali pelo que fizeram.;0
Nossa, que paisagem deslumbrante, onde foi tirada essa foto?;0
Eu vou ter que pagar uma multa, talvez, de 30 mil a 40 mil reais porque eu disse que esse era, de fato, o plano do Governo Lula e do Governo do PT.;0
O que isso tem a ver pela libertação da Palestina? Nada. Inclusive, essa é outra falácia.;0
Seu estilo é único, sempre com looks inspiradores!;0
Negros sempre querem atenção.;1
Você não parece gay/trans.;1
Ultimamente tenho praticado yoga, e tem sido uma ótima maneira de relaxar.;0
O Deputado Santos não está atuando efetivamente na promoção do comércio local.;0
E agora tem que vir a prisão também, inclusive a perda de seu passaporte.;0
Pessoas dessa religião são todas iguais.;1
Não seja cego.;1
"Sim, nós temos que falar, porque a Globo está... ""A democracia voltou; o amor venceu."" A Globo, o William Bonner, não vai fazer esse desgaste para cima do Lula.";0
Boa tarde a todos os Parlamentares.;0
Festas de forró ao ar livre são uma tradição encantadora no Nordeste.;0
Quando é para cercear a liberdade de expressão, ele é tigrão.;0
Por que o seu líder Lula está caladinho?;0
Você parece tão à vontade e genuína, é refrescante.;0
pretinho ficou rico só pode ta roubando;1
"Lula mandou, em 2010, 25 milhões de reais, para, entre aspas, ""a reconstrução de Gaza"". Mas nós sabemos que esse dinheiro vai acabar na mão desses terroristas.";0
Essas pessoas estão diluindo nossa cultura nacional.;1
Você não é como os outros negros.;1
Você tem uma forma única de se expressar através de suas fotos.;0
Isso é um absurdo!;0
 E, ontem, o Estado brasileiro, personificado na pessoa do Sr. Ministro Alexandre de Moraes, assassina um inocente que teve mais de 37 intervenções médicas, enquanto estava indevidamente preso, que estava há mais de 2 meses aguardando uma manifestação sobre o seu pedido de liberdade provisória, que inclusive tinha todos os requisitos para responder em liberdade, coisa que foi dada à primeira-dama do tráfico, mas a um pai de família foi negado. ;0
Sr. Presidente, eu reforço aqui que não participou do Colégio de Líderes uma moção para repudiar Israel.;0
E as cozinhas solidárias são uma forma, junto com toda a tecnologia do PAA, que, na ponta, ajuda os pequenos agricultores e, na outra ponta, garante alimentos de qualidade para a alimentação escolar.;0
Pessoas negras não são boas em gerenciar dinheiro.;1
Preto e pobre só pode ser bandido;1
Os cenários naturais do Nordeste inspiram artistas e poetas.;0
 Sendo assim, quando uma pessoa morre injustamente, acontece o que estamos vendo aqui hoje: normalidade. Não há ninguém sentindo dor por aquela família que está chorando, por duas meninas que eternamente vão chorar por conta de uma psicopatia de um mero juiz, o Ministro Alexandre de Moraes! ;0
Fora isso, é tudo balela.;0
 Hoje, na convocação da Ministra do Meio Ambiente, ela falava com orgulho das mais de 3 mil cabeças que confiscaram no Pará. Está instalado o confisco de bens. ;0
Quero agradecer a todos os Deputados e Deputadas que nos ajudaram a aprovar este texto, a todos os Líderes, à condução do Presidente Marcos Pereira.;0
Eles são negros, então devem ser bons em dançar.;1
 A prisão preventiva como cumprimento antecipado de pena é uma violação ao princípio da presunção de inocência, que é um dos pilares do Estado Democrático de Direito. ;0
"Interessante sua visão sobre educação pública; eu, pessoalmente, valorizo também a escolha educacional privada.";0
Pensar e questionar é fundamental, mas como isso se traduz em políticas que promovem a liberdade econômica?;0
Deputado Carvalho, suas políticas sobre o meio ambiente estão aquém do necessário.;0
" Estamos vendo a dificuldade da Esquerda em repudiar os verdadeiros responsáveis por essa matança. Não tem condições, isso aí não tem condições. Não tem condições as pessoas ficarem completamente cegas a ponto de não conseguirem repudiar o Hamas. Isso realmente é inacreditável. Dizer que os civis da Palestina, muitos ali, sofrem com essa guerra é óbvio. Isso é fato. Agora não conseguir colocar ""terroristas"" em uma nota, como o Itamaraty fez, colocando falecimento como se o Hamas não fosse o responsável pela morte daquele rapaz brasileiro, Ranani, realmente é um absurdo, mas mostra, mais uma vez, a incapacidade do Ministro da Justiça, do Ministro dos Direitos Humanos e também do Governo Lula de dizerem com as letras claras: ""Denunciamos os ataques terroristas do Hamas"". ";0
Em 1 ano e meio de privatização, tempo em que este consórcio assumiu a gestão destas linhas, nós tivemos nada menos que 166 falhas no sistema e 10 descarrilamentos de trens.;0
E, em vez de você ganhar o seu salário, o suor do seu trabalho, e botar no seu bolso, você vai pegar uma boa parte disso e mandar para o Governo.;0
Cala a boa seu preto safado;1
Explicar temas complexos é essencial, mas como isso se alinha com a visão de mercado livre?;0
A democracia é essencial, mas como garantir que ela funcione eficientemente para todos?;0
A hospitalidade nordestina é famosa por ser acolhedora e calorosa.;0
Os jovens de hoje são preguiçosos.;1
O São João no Nordeste é uma experiência cultural inesquecível.;0
Adorei ver sua evolução e crescimento, continue assim!;0
Esse prato parece delicioso, adoraria saber a receita!;0
Mas o povo palestino é vítima do Hamas, porque o Hamas não permite que eles saiam dos prédios bombardeados, só para que haja morte de civis e depois eles possam circular mundo afora com a sua narrativa.;1
Você tem um estilo incrível que realmente se destaca.;0
E o que os terroristas fazem? Prendem todo o mundo dentro do prédio para não deixar sair, torcendo para que morra o maior número de civis possíveis para depois poder culpar Israel.;1
Através desse plano nacional de acolhimento à população em situação de rua, criaremos instrumentos, criaremos mecanismos que deem oportunidade não só de moradia para essas pessoas, mas também de reconstrução de suas vidas.;0
Eu quero que o Brasil enxergue muito bem quais são os Presidentes que estão atuando pelo Brasil e os que fugiram do Brasil para não assumir suas responsabilidades, como no caso das joias, entre outras coisas.;0
Ela é surda, então não pode fazer isso.;1
preto só presta pra comer mulher branca;1
O forró é um ritmo contagiante, uma verdadeira expressão da alegria nordestina.;0
Por que o chefe de vocês, chamado Luiz Inácio Lula da Silva, colocou sigilo nas câmeras?;0
Deputado Gomes, sua postura em relação ao meio ambiente deixa muito a desejar.;0
Agora, por fim, utilizou um avião da Força Aérea Brasileira para ir a um leilão de cavalos, com diárias de hotel pagas com o dinheiro do cidadão brasileiro.;0
"Josué de Castro, um grande brasileiro, disse há mais de um século: ""Metade da humanidade tem fome; e a outra não dorme, com medo da que tem fome"".";0
Quero começar a escrever um blog, ainda estou pensando sobre o tema.;0
Você parece tão relaxada e em paz, é inspirador.;0
 Medidas rigorosas e resolutas precisam ser tomadas por parte da Agência Nacional de Energia Elétrica (Aneel). Como parlamentar, estou acompanhando essa pauta tão importante para toda a população de São Paulo. O governador Tarcísio de Freitas, por sua vez, não está medindo esforços para garantir que situações dessa natureza não se repitam. ;0
E olhem só como são as coisas: ele pede demissão por livre e espontânea obrigação, por pressão.;0
Parabéns pelo trabalho! Seu talento é admirável.;0
Essa foto mostra o quão versátil você pode ser, incrível!;0
Favela é o lugar certo pra preto viver.;1
Só nos Correios, foram mais de 9 bilhões de reais.;0
Esperava que a Deputada Martins fosse mais ativa na promoção de políticas para a juventude.;0
 Muito obrigada, Presidente. ;0
 Nós pedimos a designação do Relator Henrique Vieira há duas semanas. Ele foi indicado, mas não foi designado no sistema. ;0
Essa foto mostra o seu lado divertido, é tão bom de ver!;0
